no,date,workout,duration,category,user,year,month,week,day,duration_diff,daydelta
1,2017-01-05,Chest,68,chest,maosa,2017,1,1,5,0.0,0
2,2017-01-06,Back,48,back,maosa,2017,1,1,6,-29.41,1
3,2017-01-07,Running,24,cardio,maosa,2017,1,1,7,-50.0,1
4,2017-01-08,Shoulders and Arms,52,other,maosa,2017,1,1,8,116.67,1
5,2017-01-09,Back,44,back,maosa,2017,1,2,9,-15.38,1
6,2017-01-10,Running,24,cardio,maosa,2017,1,2,10,-45.45,1
7,2017-01-11,Chest,71,chest,maosa,2017,1,2,11,195.83,1
8,2017-01-12,Back,44,back,maosa,2017,1,2,12,-38.03,1
9,2017-01-13,Running,24,cardio,maosa,2017,1,2,13,-45.45,1
10,2017-01-14,Shoulders and Arms,66,other,maosa,2017,1,2,14,175.0,1
11,2017-01-15,Back,45,back,maosa,2017,1,2,15,-31.82,1
12,2017-01-16,Running,24,cardio,maosa,2017,1,3,16,-46.67,1
13,2017-01-17,Chest,49,chest,maosa,2017,1,3,17,104.17,1
14,2017-01-18,Back,60,back,maosa,2017,1,3,18,22.45,1
15,2017-01-19,Running,24,cardio,maosa,2017,1,3,19,-60.0,1
16,2017-01-20,Shoulders and Arms,38,other,maosa,2017,1,3,20,58.33,1
17,2017-01-21,Back,39,back,maosa,2017,1,3,21,2.63,1
18,2017-01-22,Running,46,cardio,maosa,2017,1,3,22,17.95,1
19,2017-01-23,Back,50,back,maosa,2017,1,4,23,8.7,1
20,2017-01-24,Chest,60,chest,maosa,2017,1,4,24,20.0,1
21,2017-01-25,Running,47,cardio,maosa,2017,1,4,25,-21.67,1
22,2017-01-26,Back,45,back,maosa,2017,1,4,26,-4.26,1
23,2017-01-27,Chest,45,chest,maosa,2017,1,4,27,0.0,1
24,2017-01-28,Running,49,cardio,maosa,2017,1,4,28,8.89,1
25,2017-01-29,Back,41,back,maosa,2017,1,4,29,-16.33,1
26,2017-01-31,Chest,47,chest,maosa,2017,1,5,31,14.63,2
27,2017-02-02,Running,38,cardio,maosa,2017,2,5,2,-19.15,2
28,2017-02-03,Back,51,back,maosa,2017,2,5,3,34.21,1
29,2017-02-04,Chest,43,chest,maosa,2017,2,5,4,-15.69,1
30,2017-02-05,Running,35,cardio,maosa,2017,2,5,5,-18.6,1
31,2017-02-06,Back,40,back,maosa,2017,2,6,6,14.29,1
32,2017-02-07,Chest,67,chest,maosa,2017,2,6,7,67.5,1
33,2017-02-08,Back,43,back,maosa,2017,2,6,8,-35.82,1
34,2017-02-10,Chest,44,chest,maosa,2017,2,6,10,2.33,2
35,2017-02-11,Running,46,cardio,maosa,2017,2,6,11,4.55,1
36,2017-02-12,Back,44,back,maosa,2017,2,6,12,-4.35,1
37,2017-02-13,Chest,54,chest,maosa,2017,2,7,13,22.73,1
38,2017-02-14,Running,47,cardio,maosa,2017,2,7,14,-12.96,1
39,2017-02-15,Back,52,back,maosa,2017,2,7,15,10.64,1
40,2017-02-16,Chest,45,chest,maosa,2017,2,7,16,-13.46,1
41,2017-02-17,Back,49,back,maosa,2017,2,7,17,8.89,1
42,2017-02-19,Running,26,cardio,maosa,2017,2,7,19,-46.94,2
43,2017-02-20,Back,49,back,maosa,2017,2,8,20,88.46,1
44,2017-02-21,Chest,47,chest,maosa,2017,2,8,21,-4.08,1
45,2017-02-23,Back,43,back,maosa,2017,2,8,23,-8.51,2
46,2017-02-24,Running,46,cardio,maosa,2017,2,8,24,6.98,1
47,2017-02-26,Back,39,back,maosa,2017,2,8,26,-15.22,2
48,2017-02-27,Chest,38,chest,maosa,2017,2,9,27,-2.56,1
49,2017-02-28,Running,47,cardio,maosa,2017,2,9,28,23.68,1
50,2017-03-01,Back,49,back,maosa,2017,3,9,1,4.26,1
51,2017-03-02,Chest,56,chest,maosa,2017,3,9,2,14.29,1
52,2017-03-03,Running,46,cardio,maosa,2017,3,9,3,-17.86,1
53,2017-03-04,Back,44,back,maosa,2017,3,9,4,-4.35,1
54,2017-03-05,Chest,42,chest,maosa,2017,3,9,5,-4.55,1
55,2017-03-06,Running,45,cardio,maosa,2017,3,10,6,7.14,1
56,2017-03-07,Back,43,back,maosa,2017,3,10,7,-4.44,1
57,2017-03-08,Chest,46,chest,maosa,2017,3,10,8,6.98,1
58,2017-03-10,Back,40,back,maosa,2017,3,10,10,-13.04,2
59,2017-03-11,Chest,37,chest,maosa,2017,3,10,11,-7.5,1
60,2017-03-12,Back,41,back,maosa,2017,3,10,12,10.81,1
61,2017-03-13,Chest,45,chest,maosa,2017,3,11,13,9.76,1
62,2017-03-14,Back,41,back,maosa,2017,3,11,14,-8.89,1
63,2017-03-15,Chest,45,chest,maosa,2017,3,11,15,9.76,1
64,2017-03-16,Back,52,back,maosa,2017,3,11,16,15.56,1
65,2017-03-18,Chest,47,chest,maosa,2017,3,11,18,-9.62,2
66,2017-03-19,Back,62,back,maosa,2017,3,11,19,31.91,1
67,2017-03-20,Chest,51,chest,maosa,2017,3,12,20,-17.74,1
68,2017-03-22,Back,43,back,maosa,2017,3,12,22,-15.69,2
69,2017-03-23,Chest,42,chest,maosa,2017,3,12,23,-2.33,1
70,2017-03-24,Back,38,back,maosa,2017,3,12,24,-9.52,1
71,2017-03-25,Chest,37,chest,maosa,2017,3,12,25,-2.63,1
72,2017-03-26,Back,51,back,maosa,2017,3,12,26,37.84,1
73,2017-03-27,Chest,36,chest,maosa,2017,3,13,27,-29.41,1
74,2017-03-30,Cardio,53,cardio,maosa,2017,3,13,30,47.22,3
75,2017-03-31,Chest,45,chest,maosa,2017,3,13,31,-15.09,1
76,2017-04-01,Back,45,back,maosa,2017,4,13,1,0.0,1
77,2017-04-02,Running,27,cardio,maosa,2017,4,13,2,-40.0,1
78,2017-04-04,Chest,34,chest,maosa,2017,4,14,4,25.93,2
79,2017-04-05,Back,41,back,maosa,2017,4,14,5,20.59,1
80,2017-04-06,Cardio,63,cardio,maosa,2017,4,14,6,53.66,1
81,2017-04-07,Back,43,back,maosa,2017,4,14,7,-31.75,1
82,2017-04-08,Dorians Challenge,40,other,maosa,2017,4,14,8,-6.98,1
83,2017-04-09,Chest,38,chest,maosa,2017,4,14,9,-5.0,1
84,2017-04-11,Cycling,72,cardio,maosa,2017,4,15,11,89.47,2
85,2017-04-12,Chest,50,chest,maosa,2017,4,15,12,-30.56,1
86,2017-04-13,Back,46,back,maosa,2017,4,15,13,-8.0,1
87,2017-04-14,Compound,36,compound,maosa,2017,4,15,14,-21.74,1
88,2017-04-15,Cardio,56,cardio,maosa,2017,4,15,15,55.56,1
89,2017-04-17,Running,41,cardio,maosa,2017,4,16,17,-26.79,2
90,2017-04-18,Compound,50,compound,maosa,2017,4,16,18,21.95,1
91,2017-04-19,Back,50,back,maosa,2017,4,16,19,0.0,1
92,2017-04-20,Compound,46,compound,maosa,2017,4,16,20,-8.0,1
93,2017-04-21,Chest,38,chest,maosa,2017,4,16,21,-17.39,1
94,2017-04-22,Compound,45,compound,maosa,2017,4,16,22,18.42,1
95,2017-04-23,Running,25,cardio,maosa,2017,4,16,23,-44.44,1
96,2017-04-25,Back,49,back,maosa,2017,4,17,25,96.0,2
97,2017-04-26,Chest,37,chest,maosa,2017,4,17,26,-24.49,1
98,2017-04-27,Running,36,cardio,maosa,2017,4,17,27,-2.7,1
99,2017-04-28,Back,40,back,maosa,2017,4,17,28,11.11,1
100,2017-04-29,Chest,42,chest,maosa,2017,4,17,29,5.0,1
101,2017-04-30,Running,36,cardio,maosa,2017,4,17,30,-14.29,1
102,2017-05-01,Chest,41,chest,maosa,2017,5,18,1,13.89,1
103,2017-05-02,Running,36,cardio,maosa,2017,5,18,2,-12.2,1
104,2017-05-03,Back,51,back,maosa,2017,5,18,3,41.67,1
105,2017-05-04,Chest,40,chest,maosa,2017,5,18,4,-21.57,1
106,2017-05-05,Running,37,cardio,maosa,2017,5,18,5,-7.5,1
107,2017-05-06,Back,44,back,maosa,2017,5,18,6,18.92,1
108,2017-05-07,Chest,39,chest,maosa,2017,5,18,7,-11.36,1
109,2017-05-08,Back,41,back,maosa,2017,5,19,8,5.13,1
110,2017-05-09,Running,36,cardio,maosa,2017,5,19,9,-12.2,1
111,2017-05-10,Legs,48,legs,maosa,2017,5,19,10,33.33,1
112,2017-05-11,Running,30,cardio,maosa,2017,5,19,11,-37.5,1
113,2017-05-12,Chest,46,chest,maosa,2017,5,19,12,53.33,1
114,2017-05-13,Back,34,back,maosa,2017,5,19,13,-26.09,1
115,2017-05-14,Compound,43,compound,maosa,2017,5,19,14,26.47,1
116,2017-05-15,Chest,39,chest,maosa,2017,5,20,15,-9.3,1
117,2017-05-16,Running,32,cardio,maosa,2017,5,20,16,-17.95,1
118,2017-05-17,Back,50,back,maosa,2017,5,20,17,56.25,1
119,2017-05-18,Running,39,cardio,maosa,2017,5,20,18,-22.0,1
120,2017-05-19,Compound,50,compound,maosa,2017,5,20,19,28.21,1
121,2017-05-20,Legs,50,legs,maosa,2017,5,20,20,0.0,1
122,2017-05-21,Compound,52,compound,maosa,2017,5,20,21,4.0,1
123,2017-05-22,Chest,48,chest,maosa,2017,5,21,22,-7.69,1
124,2017-05-23,Running,33,cardio,maosa,2017,5,21,23,-31.25,1
125,2017-05-24,Back,43,back,maosa,2017,5,21,24,30.3,1
126,2017-05-25,Running,37,cardio,maosa,2017,5,21,25,-13.95,1
127,2017-05-26,Compound,43,compound,maosa,2017,5,21,26,16.22,1
128,2017-05-27,Legs,50,legs,maosa,2017,5,21,27,16.28,1
129,2017-05-28,Compound,44,compound,maosa,2017,5,21,28,-12.0,1
130,2017-05-29,Chest,37,chest,maosa,2017,5,22,29,-15.91,1
131,2017-05-30,Running,34,cardio,maosa,2017,5,22,30,-8.11,1
132,2017-05-31,Back,42,back,maosa,2017,5,22,31,23.53,1
133,2017-06-01,Compound,44,compound,maosa,2017,6,22,1,4.76,1
134,2017-06-02,Chest,39,chest,maosa,2017,6,22,2,-11.36,1
135,2017-06-03,Back,33,back,maosa,2017,6,22,3,-15.38,1
136,2017-06-04,Legs,37,legs,maosa,2017,6,22,4,12.12,1
137,2017-06-05,Compound,41,compound,maosa,2017,6,23,5,10.81,1
138,2017-06-06,Chest,45,chest,maosa,2017,6,23,6,9.76,1
139,2017-06-07,Back,34,back,maosa,2017,6,23,7,-24.44,1
140,2017-06-08,Legs,23,legs,maosa,2017,6,23,8,-32.35,1
141,2017-06-09,Compound,34,compound,maosa,2017,6,23,9,47.83,1
142,2017-06-10,Chest,36,chest,maosa,2017,6,23,10,5.88,1
143,2017-06-11,Back,36,back,maosa,2017,6,23,11,0.0,1
144,2017-06-12,Legs,25,legs,maosa,2017,6,24,12,-30.56,1
145,2017-06-13,Compound,39,compound,maosa,2017,6,24,13,56.0,1
146,2017-06-15,Chest,36,chest,maosa,2017,6,24,15,-7.69,2
147,2017-06-16,Back,45,back,maosa,2017,6,24,16,25.0,1
148,2017-06-17,Legs,23,legs,maosa,2017,6,24,17,-48.89,1
149,2017-06-18,Compound,40,compound,maosa,2017,6,24,18,73.91,1
150,2017-06-19,Back,37,back,maosa,2017,6,25,19,-7.5,1
151,2017-06-22,Back,39,back,maosa,2017,6,25,22,5.41,3
152,2017-06-23,Chest,39,chest,maosa,2017,6,25,23,0.0,1
153,2017-06-24,Back,44,back,maosa,2017,6,25,24,12.82,1
154,2017-06-25,Compound,45,compound,maosa,2017,6,25,25,2.27,1
155,2017-06-26,Chest,37,chest,maosa,2017,6,26,26,-17.78,1
156,2017-06-27,Back,50,back,maosa,2017,6,26,27,35.14,1
157,2017-06-28,Compound,92,compound,maosa,2017,6,26,28,84.0,1
158,2017-06-29,Compound,47,compound,maosa,2017,6,26,29,-48.91,1
159,2017-06-30,Chest,51,chest,maosa,2017,6,26,30,8.51,1
160,2017-07-01,Compound,54,compound,maosa,2017,7,26,1,5.88,1
161,2017-07-02,Back,35,back,maosa,2017,7,26,2,-35.19,1
162,2017-07-03,Chest,53,chest,maosa,2017,7,27,3,51.43,1
163,2017-07-04,Back,45,back,maosa,2017,7,27,4,-15.09,1
164,2017-07-05,Chest,66,chest,maosa,2017,7,27,5,46.67,1
165,2017-07-06,Back,67,back,maosa,2017,7,27,6,1.52,1
166,2017-07-07,Chest,81,chest,maosa,2017,7,27,7,20.9,1
167,2017-07-08,Back,59,back,maosa,2017,7,27,8,-27.16,1
168,2017-07-10,Chest,79,chest,maosa,2017,7,28,10,33.9,2
169,2017-07-11,Back,59,back,maosa,2017,7,28,11,-25.32,1
170,2017-07-12,Legs and Core,90,legs,maosa,2017,7,28,12,52.54,1
171,2017-07-13,Chest,72,chest,maosa,2017,7,28,13,-20.0,1
172,2017-07-14,Back,58,back,maosa,2017,7,28,14,-19.44,1
173,2017-07-15,Compound,52,compound,maosa,2017,7,28,15,-10.34,1
174,2017-07-17,Chest,113,chest,maosa,2017,7,29,17,117.31,2
175,2017-07-18,Back,118,back,maosa,2017,7,29,18,4.42,1
176,2017-07-19,Chest,82,chest,maosa,2017,7,29,19,-30.51,1
177,2017-07-20,Back,109,back,maosa,2017,7,29,20,32.93,1
178,2017-07-21,Compound,92,compound,maosa,2017,7,29,21,-15.6,1
179,2017-07-22,Compound,35,compound,maosa,2017,7,29,22,-61.96,1
180,2017-07-24,Back,106,back,maosa,2017,7,30,24,202.86,2
181,2017-07-25,Chest,105,chest,maosa,2017,7,30,25,-0.94,1
182,2017-07-26,Back,53,back,maosa,2017,7,30,26,-49.52,1
183,2017-07-27,Chest,82,chest,maosa,2017,7,30,27,54.72,1
184,2017-07-28,Back,103,back,maosa,2017,7,30,28,25.61,1
185,2017-07-29,Chest,65,chest,maosa,2017,7,30,29,-36.89,1
186,2017-07-30,Cycling,116,cardio,maosa,2017,7,30,30,78.46,1
187,2017-07-31,Chest,52,chest,maosa,2017,7,31,31,-55.17,1
188,2017-08-01,Back,54,back,maosa,2017,8,31,1,3.85,1
189,2017-08-02,Legs,59,legs,maosa,2017,8,31,2,9.26,1
190,2017-08-03,Compound,87,compound,maosa,2017,8,31,3,47.46,1
191,2017-08-04,Back,59,back,maosa,2017,8,31,4,-32.18,1
192,2017-08-05,Chest,55,chest,maosa,2017,8,31,5,-6.78,1
193,2017-08-06,Back,55,back,maosa,2017,8,31,6,0.0,1
194,2017-08-07,Chest,52,chest,maosa,2017,8,32,7,-5.45,1
195,2017-08-08,Legs,68,legs,maosa,2017,8,32,8,30.77,1
196,2017-08-09,Back,63,back,maosa,2017,8,32,9,-7.35,1
197,2017-08-10,Chest,87,chest,maosa,2017,8,32,10,38.1,1
198,2017-08-11,Compound,63,compound,maosa,2017,8,32,11,-27.59,1
199,2017-08-12,Back,53,back,maosa,2017,8,32,12,-15.87,1
200,2017-08-13,Compound,48,compound,maosa,2017,8,32,13,-9.43,1
201,2017-08-14,Legs and Core,48,legs,maosa,2017,8,33,14,0.0,1
202,2017-08-15,Chest,52,chest,maosa,2017,8,33,15,8.33,1
203,2017-08-16,Back,47,back,maosa,2017,8,33,16,-9.62,1
204,2017-08-17,Chest,81,chest,maosa,2017,8,33,17,72.34,1
205,2017-08-18,Back,59,back,maosa,2017,8,33,18,-27.16,1
206,2017-08-19,Legs,34,legs,maosa,2017,8,33,19,-42.37,1
207,2017-08-20,Compound,66,compound,maosa,2017,8,33,20,94.12,1
208,2017-08-21,Compound,56,compound,maosa,2017,8,34,21,-15.15,1
209,2017-08-22,Back,51,back,maosa,2017,8,34,22,-8.93,1
210,2017-08-23,Legs and Core,52,legs,maosa,2017,8,34,23,1.96,1
211,2017-08-24,Compound,61,compound,maosa,2017,8,34,24,17.31,1
212,2017-08-25,Back,65,back,maosa,2017,8,34,25,6.56,1
213,2017-08-26,Chest,49,chest,maosa,2017,8,34,26,-24.62,1
214,2017-08-28,Legs and Core,49,legs,maosa,2017,8,35,28,0.0,2
215,2017-08-29,Chest,60,chest,maosa,2017,8,35,29,22.45,1
216,2017-08-30,Back,45,back,maosa,2017,8,35,30,-25.0,1
217,2017-08-31,Compound,46,compound,maosa,2017,8,35,31,2.22,1
218,2017-09-01,Legs and Core,49,legs,maosa,2017,9,35,1,6.52,1
219,2017-09-02,Chest,51,chest,maosa,2017,9,35,2,4.08,1
220,2017-09-03,Back,44,back,maosa,2017,9,35,3,-13.73,1
221,2017-09-04,Legs and Core,46,legs,maosa,2017,9,36,4,4.55,1
222,2017-09-05,Back,55,back,maosa,2017,9,36,5,19.57,1
223,2017-09-06,Chest,50,chest,maosa,2017,9,36,6,-9.09,1
224,2017-09-07,Back,46,back,maosa,2017,9,36,7,-8.0,1
225,2017-09-08,Legs and Core,49,legs,maosa,2017,9,36,8,6.52,1
226,2017-09-09,Compound,50,compound,maosa,2017,9,36,9,2.04,1
227,2017-09-10,Chest,45,chest,maosa,2017,9,36,10,-10.0,1
228,2017-09-11,Back,46,back,maosa,2017,9,37,11,2.22,1
229,2017-09-13,Legs,42,legs,maosa,2017,9,37,13,-8.7,2
230,2017-09-14,Chest,47,chest,maosa,2017,9,37,14,11.9,1
231,2017-09-15,Back,46,back,maosa,2017,9,37,15,-2.13,1
232,2017-09-16,Legs,35,legs,maosa,2017,9,37,16,-23.91,1
233,2017-09-17,Chest,48,chest,maosa,2017,9,37,17,37.14,1
234,2017-09-18,Back,39,back,maosa,2017,9,38,18,-18.75,1
235,2017-09-21,Chest,38,chest,maosa,2017,9,38,21,-2.56,3
236,2017-09-22,Running,31,cardio,maosa,2017,9,38,22,-18.42,1
237,2017-09-23,Back,45,back,maosa,2017,9,38,23,45.16,1
238,2017-09-24,Running,29,cardio,maosa,2017,9,38,24,-35.56,1
239,2017-09-25,Legs,40,legs,maosa,2017,9,39,25,37.93,1
240,2017-09-26,Running,32,cardio,maosa,2017,9,39,26,-20.0,1
241,2017-09-27,Chest,39,chest,maosa,2017,9,39,27,21.88,1
242,2017-09-28,Running,33,cardio,maosa,2017,9,39,28,-15.38,1
243,2017-09-29,Back,41,back,maosa,2017,9,39,29,24.24,1
244,2017-09-30,Running,33,cardio,maosa,2017,9,39,30,-19.51,1
245,2017-10-01,Legs,37,legs,maosa,2017,10,39,1,12.12,1
246,2017-10-02,Running,34,cardio,maosa,2017,10,40,2,-8.11,1
247,2017-10-03,Chest,40,chest,maosa,2017,10,40,3,17.65,1
248,2017-10-04,Running,36,cardio,maosa,2017,10,40,4,-10.0,1
249,2017-10-05,Back,41,back,maosa,2017,10,40,5,13.89,1
250,2017-10-06,Running,31,cardio,maosa,2017,10,40,6,-24.39,1
251,2017-10-07,Legs,33,legs,maosa,2017,10,40,7,6.45,1
252,2017-10-08,Running,39,cardio,maosa,2017,10,40,8,18.18,1
253,2017-10-09,Chest,41,chest,maosa,2017,10,41,9,5.13,1
254,2017-10-10,Running,35,cardio,maosa,2017,10,41,10,-14.63,1
255,2017-10-11,Back,32,back,maosa,2017,10,41,11,-8.57,1
256,2017-10-12,Running,38,cardio,maosa,2017,10,41,12,18.75,1
257,2017-10-13,Legs,35,legs,maosa,2017,10,41,13,-7.89,1
258,2017-10-14,Chest,43,chest,maosa,2017,10,41,14,22.86,1
259,2017-10-15,Back,45,back,maosa,2017,10,41,15,4.65,1
260,2017-10-16,Legs,34,legs,maosa,2017,10,42,16,-24.44,1
261,2017-10-17,Running,36,cardio,maosa,2017,10,42,17,5.88,1
262,2017-10-18,Compound,37,compound,maosa,2017,10,42,18,2.78,1
263,2017-10-19,Running,35,cardio,maosa,2017,10,42,19,-5.41,1
264,2017-10-20,Legs,31,legs,maosa,2017,10,42,20,-11.43,1
265,2017-10-21,Running,36,cardio,maosa,2017,10,42,21,16.13,1
266,2017-10-22,Compound,47,compound,maosa,2017,10,42,22,30.56,1
267,2017-10-23,Legs,31,legs,maosa,2017,10,43,23,-34.04,1
268,2017-10-24,Running,37,cardio,maosa,2017,10,43,24,19.35,1
269,2017-10-25,Compound,43,compound,maosa,2017,10,43,25,16.22,1
270,2017-10-26,Running,36,cardio,maosa,2017,10,43,26,-16.28,1
271,2017-10-27,Legs,36,legs,maosa,2017,10,43,27,0.0,1
272,2017-10-28,Chest,34,chest,maosa,2017,10,43,28,-5.56,1
273,2017-10-29,Back,44,back,maosa,2017,10,43,29,29.41,1
274,2017-10-30,Legs,26,legs,maosa,2017,10,44,30,-40.91,1
275,2017-10-31,Running,35,cardio,maosa,2017,10,44,31,34.62,1
276,2017-11-01,Compound,38,compound,maosa,2017,11,44,1,8.57,1
277,2017-11-02,Running,35,cardio,maosa,2017,11,44,2,-7.89,1
278,2017-11-03,Legs,28,legs,maosa,2017,11,44,3,-20.0,1
279,2017-11-04,Chest,40,chest,maosa,2017,11,44,4,42.86,1
280,2017-11-05,Back,39,back,maosa,2017,11,44,5,-2.5,1
281,2017-11-08,Legs,28,legs,maosa,2017,11,45,8,-28.21,3
282,2017-11-09,Running,35,cardio,maosa,2017,11,45,9,25.0,1
283,2017-11-10,Chest,42,chest,maosa,2017,11,45,10,20.0,1
284,2017-11-11,Back,42,back,maosa,2017,11,45,11,0.0,1
285,2017-11-12,Compound,41,compound,maosa,2017,11,45,12,-2.38,1
286,2017-11-13,Legs,30,legs,maosa,2017,11,46,13,-26.83,1
287,2017-11-14,Running,38,cardio,maosa,2017,11,46,14,26.67,1
288,2017-11-15,Compound,31,compound,maosa,2017,11,46,15,-18.42,1
289,2017-11-16,Legs,30,legs,maosa,2017,11,46,16,-3.23,1
290,2017-11-17,Running,40,cardio,maosa,2017,11,46,17,33.33,1
291,2017-11-18,Chest,38,chest,maosa,2017,11,46,18,-5.0,1
292,2017-11-19,Back,34,back,maosa,2017,11,46,19,-10.53,1
293,2017-11-20,Running,43,cardio,maosa,2017,11,47,20,26.47,1
294,2017-11-21,Running,42,cardio,maosa,2017,11,47,21,-2.33,1
295,2017-11-22,Compound,45,compound,maosa,2017,11,47,22,7.14,1
296,2017-11-23,Running,42,cardio,maosa,2017,11,47,23,-6.67,1
297,2017-11-24,Running,42,cardio,maosa,2017,11,47,24,0.0,1
298,2017-11-25,Legs,28,legs,maosa,2017,11,47,25,-33.33,1
299,2017-11-26,Compound,48,compound,maosa,2017,11,47,26,71.43,1
300,2017-11-27,Running,42,cardio,maosa,2017,11,48,27,-12.5,1
301,2017-11-28,Running,40,cardio,maosa,2017,11,48,28,-4.76,1
302,2017-11-29,Compound,43,compound,maosa,2017,11,48,29,7.5,1
303,2017-11-30,Running,56,cardio,maosa,2017,11,48,30,30.23,1
304,2017-12-01,Running,43,cardio,maosa,2017,12,48,1,-23.21,1
305,2017-12-02,Compound,52,compound,maosa,2017,12,48,2,20.93,1
306,2017-12-03,Legs,32,legs,maosa,2017,12,48,3,-38.46,1
307,2017-12-04,Running,42,cardio,maosa,2017,12,49,4,31.25,1
308,2017-12-05,Running,44,cardio,maosa,2017,12,49,5,4.76,1
309,2017-12-06,Compound,39,compound,maosa,2017,12,49,6,-11.36,1
310,2017-12-07,Running,44,cardio,maosa,2017,12,49,7,12.82,1
311,2017-12-08,Running,43,cardio,maosa,2017,12,49,8,-2.27,1
312,2017-12-09,Compound,46,compound,maosa,2017,12,49,9,6.98,1
313,2017-12-10,Compound,47,compound,maosa,2017,12,49,10,2.17,1
314,2017-12-11,Running,44,cardio,maosa,2017,12,50,11,-6.38,1
315,2017-12-12,Running,42,cardio,maosa,2017,12,50,12,-4.55,1
316,2017-12-13,Compound,43,compound,maosa,2017,12,50,13,2.38,1
317,2017-12-14,Running,55,cardio,maosa,2017,12,50,14,27.91,1
318,2017-12-15,Compound,43,compound,maosa,2017,12,50,15,-21.82,1
319,2017-12-16,Compound,46,compound,maosa,2017,12,50,16,6.98,1
320,2017-12-18,Running,40,cardio,maosa,2017,12,51,18,-13.04,2
321,2017-12-19,Running,41,cardio,maosa,2017,12,51,19,2.5,1
322,2017-12-20,Compound,47,compound,maosa,2017,12,51,20,14.63,1
323,2017-12-21,Running,40,cardio,maosa,2017,12,51,21,-14.89,1
324,2017-12-22,Running,40,cardio,maosa,2017,12,51,22,0.0,1
325,2017-12-23,Compound,38,compound,maosa,2017,12,51,23,-5.0,1
326,2017-12-24,Running,39,cardio,maosa,2017,12,51,24,2.63,1
327,2017-12-27,Compound,43,compound,maosa,2017,12,52,27,10.26,3
328,2018-01-02,Multisport,41,compound,maosa,2018,1,1,2,-4.65,6
329,2018-01-03,Multisport,40,compound,maosa,2018,1,1,3,-2.44,1
330,2018-01-04,Multisport,41,compound,maosa,2018,1,1,4,2.5,1
331,2018-01-07,Legs,26,legs,maosa,2018,1,1,7,-36.59,3
332,2018-01-08,Chest,25,chest,maosa,2018,1,2,8,-3.85,1
333,2018-01-09,Back,28,back,maosa,2018,1,2,9,12.0,1
334,2018-01-11,Legs,23,legs,maosa,2018,1,2,11,-17.86,2
335,2018-01-12,Chest,28,chest,maosa,2018,1,2,12,21.74,1
336,2018-01-13,Back,28,back,maosa,2018,1,2,13,0.0,1
337,2018-01-18,Chest,37,chest,maosa,2018,1,3,18,32.14,5
338,2018-01-19,Back,32,back,maosa,2018,1,3,19,-13.51,1
339,2018-01-20,Legs,27,legs,maosa,2018,1,3,20,-15.62,1
340,2018-01-21,Chest,31,chest,maosa,2018,1,3,21,14.81,1
341,2018-01-22,Back,27,back,maosa,2018,1,4,22,-12.9,1
342,2018-01-23,Legs,26,legs,maosa,2018,1,4,23,-3.7,1
343,2018-01-24,Chest,29,chest,maosa,2018,1,4,24,11.54,1
344,2018-01-25,Back,32,back,maosa,2018,1,4,25,10.34,1
